age,balance,day,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,y
58,76,5,2,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
30,0,5,2,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
33,352,5,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
47,368,5,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
50,339,5,3,0,0,middle-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
32,1331,5,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
40,672,5,2,0,0,high-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
37,58,5,2,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
54,447,5,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
24,423,5,3,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
54,0,5,2,0,0,high-skill-levels,Partnered,tertiary,no,no,no,unknown,may,unknown,no
34,19,5,4,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
56,13,5,2,0,0,middle-skill-levels,Alone,primary,no,yes,no,unknown,may,unknown,no
31,3,5,2,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
24,82,5,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
42,28,5,3,0,0,low-None-skill-levels,Alone,primary,no,yes,no,unknown,may,unknown,no
57,792,5,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
42,408,5,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
51,531,5,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
57,211,5,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
36,62,5,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
53,257,5,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
50,1234,5,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
54,313,5,2,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
55,89,5,3,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
44,129,5,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,yes,unknown,may,unknown,no
43,0,5,2,0,0,high-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
56,353,5,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
54,851,5,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
55,96,5,2,0,0,middle-skill-levels,Alone,primary,no,yes,yes,unknown,may,unknown,no
37,398,5,2,0,0,middle-skill-levels,Alone,secondary,no,yes,yes,unknown,may,unknown,no
33,193,5,2,0,0,middle-skill-levels,Alone,tertiary,no,no,no,unknown,may,unknown,no
46,-358,5,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
36,539,5,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,yes,unknown,may,unknown,no
51,0,5,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
40,0,5,2,0,0,low-None-skill-levels,Alone,primary,no,no,no,unknown,may,unknown,no
42,490,5,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
51,0,5,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
49,403,5,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
48,161,5,3,0,0,high-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
32,2558,5,2,0,0,middle-skill-levels,Alone,tertiary,no,no,no,unknown,may,unknown,no
31,98,5,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
55,115,5,4,0,0,high-skill-levels,Alone,tertiary,no,no,no,unknown,may,unknown,no
40,436,5,3,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
47,831,5,3,0,0,middle-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
57,206,5,3,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
41,290,5,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
48,1,5,3,0,0,low-None-skill-levels,Partnered,secondary,no,no,no,unknown,may,unknown,no
42,57,5,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
30,-457,5,2,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
58,1387,5,5,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
45,24598,5,3,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
49,30,5,4,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
42,1022,5,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
53,56,5,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,yes,unknown,may,unknown,no
51,-2,5,3,0,0,middle-skill-levels,Alone,secondary,yes,no,no,unknown,may,unknown,no
32,121,5,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
41,842,5,3,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
43,693,5,3,0,0,high-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
40,-333,5,2,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
50,1533,5,2,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
34,46,5,4,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
53,18,5,2,0,0,middle-skill-levels,Partnered,secondary,no,no,no,unknown,may,unknown,no
45,44,5,4,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
39,-100,5,2,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
44,510,5,4,0,0,middle-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
55,685,5,3,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
46,187,5,2,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
45,66,5,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
34,560,5,3,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
36,0,5,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
59,27,5,3,0,0,low-None-skill-levels,Alone,secondary,no,no,no,unknown,may,unknown,no
31,12,5,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
44,34,5,4,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
33,1068,5,2,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
40,211,5,4,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
46,377,5,2,0,0,middle-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
48,263,5,2,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
42,1263,6,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
27,8,6,3,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
48,126,6,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,yes,unknown,may,unknown,no
59,230,6,3,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
46,841,6,1,0,0,middle-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
38,308,6,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
43,1,6,1,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
38,86,6,1,0,0,middle-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
23,157,6,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
34,22,6,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
38,46,6,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,yes,unknown,may,unknown,no
37,1293,6,1,0,0,low-None-skill-levels,Partnered,secondary,no,no,no,unknown,may,unknown,no
25,122,6,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
48,131,6,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
49,143,6,1,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
38,393,6,2,0,0,middle-skill-levels,Alone,secondary,no,no,no,unknown,may,unknown,no
43,98,6,1,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
33,0,6,1,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
55,224,6,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
38,757,6,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
49,245,6,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,yes,unknown,may,unknown,no
40,8486,6,3,0,0,high-skill-levels,Partnered,secondary,no,no,no,unknown,may,unknown,no
43,350,6,1,0,0,middle-skill-levels,Partnered,secondary,no,no,no,unknown,may,unknown,no
38,20,6,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
58,1667,6,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,yes,unknown,may,unknown,no
57,345,6,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
32,10,6,4,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
56,830,6,1,0,0,high-skill-levels,Partnered,tertiary,no,yes,yes,unknown,may,unknown,yes
58,29,6,1,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
60,545,6,1,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,yes
37,8730,6,1,0,0,middle-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
46,477,6,1,0,0,middle-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
27,4,6,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
43,1205,6,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
32,0,6,3,0,0,middle-skill-levels,Alone,secondary,no,yes,yes,unknown,may,unknown,no
40,263,6,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
38,1,6,1,0,0,middle-skill-levels,Partnered,secondary,no,no,no,unknown,may,unknown,no
34,283,6,1,0,0,low-None-skill-levels,Partnered,secondary,no,no,yes,unknown,may,unknown,no
47,206,6,1,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
42,17,6,1,0,0,middle-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
48,141,6,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,yes,unknown,may,unknown,no
29,16,6,1,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
50,206,6,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
52,7,6,2,0,0,middle-skill-levels,Partnered,secondary,no,no,no,unknown,may,unknown,no
50,0,6,1,0,0,high-skill-levels,Partnered,tertiary,no,no,no,unknown,may,unknown,no
58,0,6,1,0,0,low-None-skill-levels,Partnered,tertiary,no,no,no,unknown,may,unknown,no
46,1927,6,3,0,0,low-None-skill-levels,Alone,primary,no,yes,no,unknown,may,unknown,no
38,284,6,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
46,1660,6,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
32,406,6,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
51,230,6,1,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
39,-25,6,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
48,182,6,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
36,1169,6,2,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
34,67,6,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
40,77,6,1,0,0,middle-skill-levels,Partnered,secondary,no,no,no,unknown,may,unknown,no
43,0,6,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
52,55,6,1,0,0,low-None-skill-levels,Alone,primary,no,yes,yes,unknown,may,unknown,no
33,72,6,1,0,0,middle-skill-levels,Partnered,secondary,yes,yes,no,unknown,may,unknown,no
49,163,6,3,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
32,151,6,1,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
39,113,6,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
40,0,6,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
38,9,6,3,0,0,middle-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
43,375,6,2,0,0,high-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
39,1142,6,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
54,2102,6,1,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
38,4325,6,1,0,0,middle-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
40,217,6,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
55,131,6,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
42,1680,6,1,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
39,0,6,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
40,46,6,1,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
32,320,6,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
55,183,6,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
45,39,6,1,0,0,low-None-skill-levels,Partnered,secondary,no,no,no,unknown,may,unknown,no
35,560,6,1,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
58,469,6,1,0,0,middle-skill-levels,Alone,secondary,no,no,no,unknown,may,unknown,no
35,530,6,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
49,61,6,1,0,0,middle-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
34,242,6,1,0,0,middle-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
36,139,6,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
24,0,6,1,0,0,high-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
34,367,6,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
51,228,6,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
39,45248,6,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,yes
50,-84,6,1,0,0,high-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
32,310,6,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
42,132,6,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
50,797,6,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
40,71,6,1,0,0,middle-skill-levels,Partnered,secondary,no,no,no,unknown,may,unknown,no
46,2,6,1,0,0,high-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
37,231,6,2,0,0,high-skill-levels,Partnered,tertiary,no,yes,yes,unknown,may,unknown,no
34,270,6,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,yes,unknown,may,unknown,no
44,274,6,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,yes,unknown,may,unknown,no
40,-109,6,1,0,0,middle-skill-levels,Alone,secondary,no,yes,yes,unknown,may,unknown,no
37,1,6,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,yes
33,-60,6,1,0,0,low-None-skill-levels,Alone,secondary,yes,no,no,unknown,may,unknown,no
35,89,6,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
58,-11,6,1,0,0,low-None-skill-levels,Alone,secondary,no,no,no,unknown,may,unknown,no
39,0,6,2,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
43,-509,6,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
39,408,6,1,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
36,58,6,1,0,0,middle-skill-levels,Alone,primary,no,yes,no,unknown,may,unknown,no
57,1640,6,4,0,0,low-None-skill-levels,Alone,secondary,no,no,yes,unknown,may,unknown,no
36,20,6,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
50,71,6,1,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
55,52,6,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
44,292,6,1,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
44,424,6,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
39,109,6,3,0,0,middle-skill-levels,Alone,primary,no,yes,no,unknown,may,unknown,no
46,1044,6,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
39,983,6,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
34,869,6,1,0,0,middle-skill-levels,Partnered,secondary,no,no,no,unknown,may,unknown,yes
40,668,6,2,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
50,964,6,1,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
31,301,6,1,0,0,high-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
37,140,6,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
39,1877,6,1,0,0,high-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
51,1127,6,1,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
41,871,6,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
41,767,6,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,yes,unknown,may,unknown,no
43,0,6,1,0,0,low-None-skill-levels,Partnered,secondary,no,no,no,unknown,may,unknown,no
30,209,6,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
54,0,6,1,0,0,high-skill-levels,Alone,primary,no,no,no,unknown,may,unknown,no
43,110,6,1,0,0,low-None-skill-levels,Alone,secondary,no,yes,yes,unknown,may,unknown,no
59,-76,6,1,0,0,high-skill-levels,Alone,tertiary,no,yes,yes,unknown,may,unknown,no
47,178,6,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
40,-66,6,1,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
32,0,6,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
29,1,6,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
36,0,6,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
55,5345,6,1,0,0,low-None-skill-levels,Partnered,tertiary,no,no,no,unknown,may,unknown,no
30,-209,6,2,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
39,0,6,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
39,42,6,2,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
50,41,6,1,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
44,-99,6,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
37,17,6,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
46,276,6,2,0,0,middle-skill-levels,Partnered,primary,no,yes,yes,unknown,may,unknown,no
32,-170,6,1,0,0,middle-skill-levels,Alone,secondary,no,no,no,unknown,may,unknown,no
37,230,6,1,0,0,high-skill-levels,Alone,tertiary,no,yes,yes,unknown,may,unknown,no
29,9,6,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
41,946,6,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
45,1297,6,2,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
57,-331,6,1,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
48,44,6,1,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
60,15,6,1,0,0,low-None-skill-levels,Partnered,secondary,yes,no,no,unknown,may,unknown,no
26,712,6,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
58,5435,6,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
34,507,6,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
55,387,6,1,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,yes
41,0,6,1,0,0,low-None-skill-levels,Partnered,primary,no,yes,yes,unknown,may,unknown,no
50,1716,6,1,0,0,high-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
49,167,6,3,0,0,high-skill-levels,Partnered,secondary,no,yes,yes,unknown,may,unknown,no
44,40,6,2,0,0,middle-skill-levels,Partnered,secondary,no,no,yes,unknown,may,unknown,no
44,148,6,1,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
31,17,6,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,yes,unknown,may,unknown,no
34,1011,6,1,0,0,low-None-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
46,1527,6,1,0,0,high-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
42,744,6,1,0,0,high-skill-levels,Partnered,tertiary,no,no,no,unknown,may,unknown,no
